Compound,SampID,Area,blk.threshold,min.area.flag,blk.ratio.flag,slope,nM_in_vial
Pyridoxal,241121_Smp_UCYNA_Z-37,3362267,11041237,NA,Flag,-1155.0543478260975,-2910.9167082294
Pyridoxal,241121_Smp_UCYNA_Z-38,3441802,11041237,NA,Flag,-1155.0543478260975,-2979.774940008442
Pyridoxal,241121_Smp_UCYNA_Z-39,3232631,11041237,NA,Flag,-1155.0543478260975,-2798.6830282783353
Pyridoxal,241121_Smp_UCYNA_Z-40,3352935,11041237,NA,Flag,-1155.0543478260975,-2902.8374347150725
Pyridoxal,241121_Smp_UCYNA_Z-41,3301167,11041237,NA,Flag,-1155.0543478260975,-2858.0187644097045
Pyridoxal,241121_Smp_UCYNA_Z-42,3374077,11041237,NA,Flag,-1155.0543478260975,-2921.1413353408666
Pyridoxamine,241121_Std_0nM_UCYNA_B12_1,1640,4985,Flag,Flag,-16.814092953523225,-97.5372269282212
Pyridoxamine,241121_Std_0nM_UCYNA_B12_2,81,4985,Flag,Flag,-16.814092953523225,-4.817387427552389
Pyridoxamine,241121_Std_1nM_UCYNA_B12_1,2137,4985,Flag,Flag,-16.814092953523225,-127.09576460098093
Pyridoxamine,241121_Std_1nM_UCYNA_B12_2,2585,4985,Flag,Flag,-16.814092953523225,-153.74008024966574
Pyridoxamine,241121_Std_5nM_UCYNA_B12_1,2374,4985,Flag,Flag,-16.814092953523225,-141.19108337048607
Pyridoxamine,241121_Std_5nM_UCYNA_B12_2,1126,4985,Flag,Flag,-16.814092953523225,-66.96763263486407
Pyridoxamine,241121_Std_10nM_UCYNA_B12_1,1689,4985,Flag,Flag,-16.814092953523225,-100.4514489522961
Pyridoxamine,241121_Std_10nM_UCYNA_B12_2,1282,4985,Flag,Flag,-16.814092953523225,-76.24556397681683
Pyridoxamine,241121_Std_20nM_UCYNA_B12_1,1289,4985,Flag,Flag,-16.814092953523225,-76.66188140882753
Pyridoxamine,241121_Std_20nM_UCYNA_B12_2,1217,4985,Flag,Flag,-16.814092953523225,-72.37975925100318
Pyridoxamine,241121_Std_50nM_RP-Mix234_InH2O,961,4985,Flag,Flag,-16.814092953523225,-57.15443602318328
Pyridoxamine,241121_Poo_UCYNA-culture_Full1,70390,4985,NA,NA,-16.814092953523225,-4186.369148461885
Pyridoxamine,241121_Poo_UCYNA-culture_Full2,61861,4985,NA,NA,-16.814092953523225,-3679.1160945162756
Pyridoxamine,241121_Poo_UCYNA-culture_Full3,50054,4985,NA,NA,-16.814092953523225,-2976.907534551942
Pyridoxamine,241121_Smp_UCYNA_Z-2,661,4985,Flag,Flag,-16.814092953523225,-39.31226036558184
Pyridoxamine,241121_Smp_UCYNA_Z-4,2653,4985,Flag,Flag,-16.814092953523225,-157.7843067320554
Pyridoxamine,241121_Smp_UCYNA_Z-7,1722,4985,Flag,Flag,-16.814092953523225,-102.41408827463226
Pyridoxamine,241121_Smp_UCYNA_Z-12,19,4985,Flag,Flag,-16.814092953523225,-1.130004458314758
Pyridoxamine,241121_Smp_UCYNA_Z-13,2790,4985,Flag,Flag,-16.814092953523225,-165.9322336156934
Pyridoxamine,241121_Smp_UCYNA_Z-17,2125,4985,Flag,Flag,-16.814092953523225,-126.38207757467687
Pyridoxamine,241121_Smp_UCYNA_Z-19,5606,4985,Flag,NA,-16.814092953523225,-333.41078912171224
Pyridoxamine,241121_Smp_UCYNA_Z-20,38397,4985,Flag,NA,-16.814092953523225,-2283.6200624164085
Pyridoxamine,241121_Smp_UCYNA_Z-21,208,4985,Flag,Flag,-16.814092953523225,-12.370575122603665
Pyridoxamine,241121_Smp_UCYNA_Z-22,87386,4985,NA,NA,-16.814092953523225,-5197.187873383865
Pyridoxamine,241121_Smp_UCYNA_Z-23,135461,4985,NA,NA,-16.814092953523225,-8056.396522514496
Pyridoxamine,241121_Smp_UCYNA_Z-24,78641,4985,NA,NA,-16.814092953523225,-4677.088452964783
Pyridoxamine,241121_Smp_UCYNA_Z-25,1901,4985,Flag,Flag,-16.814092953523225,-113.05991975033446
Pyridoxamine,241121_Smp_UCYNA_Z-26,5261,4985,Flag,NA,-16.814092953523225,-312.8922871154706
Pyridoxamine,241121_Smp_UCYNA_Z-27,1780,4985,Flag,Flag,-16.814092953523225,-105.86357556843521
Pyridoxamine,241121_Smp_UCYNA_Z-28,1708,4985,Flag,Flag,-16.814092953523225,-101.58145341061086
Pyridoxamine,241121_Smp_UCYNA_Z-29,1207,4985,Flag,Flag,-16.814092953523225,-71.78502006241646
Pyridoxamine,241121_Smp_UCYNA_Z-30,104306,4985,NA,NA,-16.814092953523225,-6203.486580472586
Pyridoxamine,241121_Smp_UCYNA_Z-31,70674,4985,NA,NA,-16.814092953523225,-4203.259741417747
Pyridoxamine,241121_Smp_UCYNA_Z-32,100831,4985,NA,NA,-16.814092953523225,-5996.814712438703
Pyridoxamine,241121_Smp_UCYNA_Z-33,1894,4985,Flag,Flag,-16.814092953523225,-112.64360231832376
Pyridoxamine,241121_Smp_UCYNA_Z-34,153807,4985,NA,NA,-16.814092953523225,-9147.505037895682
Pyridoxamine,241121_Smp_UCYNA_Z-35,106024,4985,NA,NA,-16.814092953523225,-6305.662773071784
Pyridoxamine,241121_Smp_UCYNA_Z-36,92076,4985,NA,NA,-16.814092953523225,-5476.120552831034
Pyridoxamine,241121_Smp_UCYNA_Z-37,1401,4985,Flag,Flag,-16.814092953523225,-83.32296032099873
Pyridoxamine,241121_Smp_UCYNA_Z-38,1416,4985,Flag,Flag,-16.814092953523225,-84.2150691038788
Pyridoxamine,241121_Smp_UCYNA_Z-39,1970,4985,Flag,Flag,-16.814092953523225,-117.16362015158279
Pyridoxamine,241121_Smp_UCYNA_Z-40,101,4985,Flag,Flag,-16.814092953523225,-6.006865804725818
Pyridoxamine,241121_Smp_UCYNA_Z-41,202,4985,Flag,Flag,-16.814092953523225,-12.013731609451636
Pyridoxamine,241121_Smp_UCYNA_Z-42,3180,4985,Flag,Flag,-16.814092953523225,-189.12706197057528
Vitamin B1,241121_Std_0nM_UCYNA_B12_1,107450,522493,NA,Flag,2060.5228635682165,52.14695837634549
Vitamin B1,241121_Std_0nM_UCYNA_B12_2,122938,522493,NA,Flag,2060.5228635682165,59.663497150964744
Vitamin B1,241121_Std_1nM_UCYNA_B12_1,104650,522493,NA,Flag,2060.5228635682165,50.78807998217362
Vitamin B1,241121_Std_1nM_UCYNA_B12_2,75290,522493,NA,Flag,2060.5228635682165,36.53926939185716
Vitamin B1,241121_Std_5nM_UCYNA_B12_1,91818,522493,NA,Flag,2060.5228635682165,44.560534427168825
Vitamin B1,241121_Std_5nM_UCYNA_B12_2,61079,522493,NA,Flag,2060.5228635682165,29.642476227722717
Vitamin B1,241121_Std_10nM_UCYNA_B12_1,88790,522493,NA,Flag,2060.5228635682165,43.09100450661439
Vitamin B1,241121_Std_10nM_UCYNA_B12_2,77861,522493,NA,Flag,2060.5228635682165,37.787010945934256
Vitamin B1,241121_Std_20nM_UCYNA_B12_1,66129,522493,NA,Flag,2060.5228635682165,32.093310474354126
Vitamin B1,241121_Std_20nM_UCYNA_B12_2,226345,522493,NA,Flag,2060.5228635682165,109.8483321888685
Vitamin B1,241121_Std_50nM_RP-Mix234_InH2O,0,522493,Flag,Flag,2060.5228635682165,0
Vitamin B1,241121_Poo_UCYNA-culture_Full1,741184,522493,NA,NA,2060.5228635682165,359.70675846638676
Vitamin B1,241121_Poo_UCYNA-culture_Full2,1238149,522493,NA,NA,2060.5228635682165,600.8906874519664
Vitamin B1,241121_Poo_UCYNA-culture_Full3,1052609,522493,NA,NA,2060.5228635682165,510.8455812895919
Vitamin B1,241121_Smp_UCYNA_Z-2,138221,522493,NA,Flag,2060.5228635682165,67.08054661458213
Vitamin B1,241121_Smp_UCYNA_Z-4,199080,522493,NA,Flag,2060.5228635682165,96.61625382561992
Vitamin B1,241121_Smp_UCYNA_Z-7,9188,522493,Flag,Flag,2060.5228635682165,4.459062387732549
Vitamin B1,241121_Smp_UCYNA_Z-12,31298,522493,Flag,Flag,2060.5228635682165,15.189348564568274
Vitamin B1,241121_Smp_UCYNA_Z-13,20641,522493,Flag,Flag,2060.5228635682165,10.017360333607698
Vitamin B1,241121_Smp_UCYNA_Z-17,646558,522493,NA,NA,2060.5228635682165,313.7834631353484
Vitamin B1,241121_Smp_UCYNA_Z-19,161605,522493,NA,Flag,2060.5228635682165,78.42912246076605
Vitamin B1,241121_Smp_UCYNA_Z-20,967023,522493,NA,NA,2060.5228635682165,469.3095219168799
Vitamin B1,241121_Smp_UCYNA_Z-21,2472,522493,Flag,Flag,2060.5228635682165,1.199695496568879
Vitamin B1,241121_Smp_UCYNA_Z-22,6692491,522493,NA,NA,2060.5228635682165,3247.95765110346
Vitamin B1,241121_Smp_UCYNA_Z-23,6970586,522493,NA,NA,2060.5228635682165,3382.920967898898
Vitamin B1,241121_Smp_UCYNA_Z-24,1954356,522493,NA,NA,2060.5228635682165,948.4757653286279
Vitamin B1,241121_Smp_UCYNA_Z-25,233673,522493,NA,Flag,2060.5228635682165,113.40471107190116
Vitamin B1,241121_Smp_UCYNA_Z-26,1867675,522493,NA,NA,2060.5228635682165,906.4082874410523
Vitamin B1,241121_Smp_UCYNA_Z-27,140674,522493,NA,Flag,2060.5228635682165,68.27102115061913
Vitamin B1,241121_Smp_UCYNA_Z-28,250965,522493,NA,Flag,2060.5228635682165,121.79675578333686
Vitamin B1,241121_Smp_UCYNA_Z-29,295820,522493,NA,Flag,2060.5228635682165,143.565502344258
Vitamin B1,241121_Smp_UCYNA_Z-30,2317950,522493,NA,NA,2060.5228635682165,1124.932919203816
Vitamin B1,241121_Smp_UCYNA_Z-31,1737712,522493,NA,NA,2060.5228635682165,843.3354614618527
Vitamin B1,241121_Smp_UCYNA_Z-32,2190582,522493,NA,NA,2060.5228635682165,1063.1194823077865
Vitamin B1,241121_Smp_UCYNA_Z-33,620430,522493,NA,NA,2060.5228635682165,301.10318646287607
Vitamin B1,241121_Smp_UCYNA_Z-34,2009474,522493,NA,NA,2060.5228635682165,975.225286517901
Vitamin B1,241121_Smp_UCYNA_Z-35,10660454,522493,NA,NA,2060.5228635682165,5173.66450452253
Vitamin B1,241121_Smp_UCYNA_Z-36,4594020,522493,NA,NA,2060.5228635682165,2229.5409001405183
Vitamin B1,241121_Smp_UCYNA_Z-37,291712,522493,NA,Flag,2060.5228635682165,141.571833614523
Vitamin B1,241121_Smp_UCYNA_Z-38,279078,522493,NA,Flag,2060.5228635682165,135.44038017453462
Vitamin B1,241121_Smp_UCYNA_Z-39,144465,522493,NA,Flag,2060.5228635682165,70.1108454335854
Vitamin B1,241121_Smp_UCYNA_Z-40,604301,522493,NA,NA,2060.5228635682165,293.2755615987339
Vitamin B1,241121_Smp_UCYNA_Z-41,185129,522493,NA,Flag,2060.5228635682165,89.84564222665857
Vitamin B1,241121_Smp_UCYNA_Z-42,526371,522493,NA,NA,2060.5228635682165,255.45506400665752
Vitamin B2,241121_Std_0nM_UCYNA_B12_1,71224,218750,NA,Flag,-166.74100449775167,-427.1534780214208
Vitamin B2,241121_Std_0nM_UCYNA_B12_2,73997,218750,NA,Flag,-166.74100449775167,-443.7840603329085
Vitamin B2,241121_Std_1nM_UCYNA_B12_1,72628,218750,NA,Flag,-166.74100449775167,-435.5737223652105
Vitamin B2,241121_Std_1nM_UCYNA_B12_2,92069,218750,NA,Flag,-166.74100449775167,-552.1677182965601
Vitamin B2,241121_Std_5nM_UCYNA_B12_1,84732,218750,NA,Flag,-166.74100449775167,-508.16534454272477
Vitamin B2,241121_Std_5nM_UCYNA_B12_2,74260,218750,NA,Flag,-166.74100449775167,-445.3613568161113
Vitamin B2,241121_Std_10nM_UCYNA_B12_1,55299,218750,NA,Flag,-166.74100449775167,-331.6460768997325
Vitamin B2,241121_Std_10nM_UCYNA_B12_2,88416,218750,NA,Flag,-166.74100449775167,-530.2594899576259
Vitamin B2,241121_Std_20nM_UCYNA_B12_1,86948,218750,NA,Flag,-166.74100449775167,-521.4554168118401
Vitamin B2,241121_Std_20nM_UCYNA_B12_2,63452,218750,NA,Flag,-166.74100449775167,-380.5422678790182
Vitamin B2,241121_Std_50nM_RP-Mix234_InH2O,6082,218750,Flag,Flag,-166.74100449775167,-36.47573083969282
Vitamin B2,241121_Poo_UCYNA-culture_Full1,2067670,218750,NA,NA,-166.74100449775167,-12400.489047239009
Vitamin B2,241121_Poo_UCYNA-culture_Full2,1912318,218750,NA,NA,-166.74100449775167,-11468.792608993701
Vitamin B2,241121_Poo_UCYNA-culture_Full3,1857511,218750,NA,NA,-166.74100449775167,-11140.097216009315
Vitamin B2,241121_Smp_UCYNA_Z-2,101664,218750,NA,Flag,-166.74100449775167,-609.7120519708207
Vitamin B2,241121_Smp_UCYNA_Z-4,62750,218750,NA,Flag,-166.74100449775167,-376.3321457071234
Vitamin B2,241121_Smp_UCYNA_Z-7,78772,218750,NA,Flag,-166.74100449775167,-472.421287356837
Vitamin B2,241121_Smp_UCYNA_Z-12,45892,218750,NA,Flag,-166.74100449775167,-275.2292403313356
Vitamin B2,241121_Smp_UCYNA_Z-13,83971,218750,NA,Flag,-166.74100449775167,-503.60138019398977
Vitamin B2,241121_Smp_UCYNA_Z-17,64451,218750,NA,Flag,-166.74100449775167,-386.5335955851763
Vitamin B2,241121_Smp_UCYNA_Z-19,1013299,218750,NA,NA,-166.74100449775167,-6077.0834567790025
Vitamin B2,241121_Smp_UCYNA_Z-20,1794926,218750,NA,NA,-166.74100449775167,-10764.754628932336
Vitamin B2,241121_Smp_UCYNA_Z-21,83512,218750,NA,Flag,-166.74100449775167,-500.8486080046739
Vitamin B2,241121_Smp_UCYNA_Z-22,2587972,218750,NA,NA,-166.74100449775167,-15520.909255616822
Vitamin B2,241121_Smp_UCYNA_Z-23,3310978,218750,NA,NA,-166.74100449775167,-19857.011237116814
Vitamin B2,241121_Smp_UCYNA_Z-24,2729962,218750,NA,NA,-166.74100449775167,-16372.469436795378
Vitamin B2,241121_Smp_UCYNA_Z-25,97230,218750,NA,Flag,-166.74100449775167,-583.1199127825276
Vitamin B2,241121_Smp_UCYNA_Z-26,166303,218750,NA,Flag,-166.74100449775167,-997.3731446618605
Vitamin B2,241121_Smp_UCYNA_Z-27,90140,218750,NA,Flag,-166.74100449775167,-540.5988783113961
Vitamin B2,241121_Smp_UCYNA_Z-28,46254,218750,NA,Flag,-166.74100449775167,-277.4002719926261
Vitamin B2,241121_Smp_UCYNA_Z-29,63520,218750,NA,Flag,-166.74100449775167,-380.95008598113907
Vitamin B2,241121_Smp_UCYNA_Z-30,2744974,218750,NA,NA,-166.74100449775167,-16462.50128016359
Vitamin B2,241121_Smp_UCYNA_Z-31,2833008,218750,NA,NA,-166.74100449775167,-16990.4697919593
Vitamin B2,241121_Smp_UCYNA_Z-32,3755821,218750,NA,NA,-166.74100449775167,-22524.87929596612
Vitamin B2,241121_Smp_UCYNA_Z-33,116511,218750,NA,Flag,-166.74100449775167,-698.7543367088869
Vitamin B2,241121_Smp_UCYNA_Z-34,4429569,218750,NA,NA,-166.74100449775167,-26565.56504107979
Vitamin B2,241121_Smp_UCYNA_Z-35,2719137,218750,NA,NA,-166.74100449775167,-16307.548393332754
Vitamin B2,241121_Smp_UCYNA_Z-36,2456220,218750,NA,NA,-166.74100449775167,-14730.74968810758
Vitamin B2,241121_Smp_UCYNA_Z-37,115661,218750,NA,Flag,-166.74100449775167,-693.656610432376
Vitamin B2,241121_Smp_UCYNA_Z-38,90028,218750,NA,Flag,-166.74100449775167,-539.9271779079029
Vitamin B2,241121_Smp_UCYNA_Z-39,122834,218750,NA,Flag,-166.74100449775167,-736.6754228810963
Vitamin B2,241121_Smp_UCYNA_Z-40,86845,218750,NA,Flag,-166.74100449775167,-520.8376923336276
Vitamin B2,241121_Smp_UCYNA_Z-41,109341,218750,NA,Flag,-166.74100449775167,-655.7535162352602
Vitamin B2,241121_Smp_UCYNA_Z-42,106115,218750,NA,Flag,-166.74100449775167,-636.4061456846438
Vitamin B3,241121_Std_0nM_UCYNA_B12_1,288124,823258.5,NA,Flag,596.458395802099,483.0580004034308
Vitamin B3,241121_Std_0nM_UCYNA_B12_2,230751,823258.5,NA,Flag,596.458395802099,386.8685588534522
Vitamin B3,241121_Std_1nM_UCYNA_B12_1,282145,823258.5,NA,Flag,596.458395802099,473.03383100271407
Vitamin B3,241121_Std_1nM_UCYNA_B12_2,220614,823258.5,NA,Flag,596.458395802099,369.87324103858924
Vitamin B3,241121_Std_5nM_UCYNA_B12_1,324939,823258.5,NA,Flag,596.458395802099,544.7806624685566
Vitamin B3,241121_Std_5nM_UCYNA_B12_2,219655,823258.5,NA,Flag,596.458395802099,368.265417246101
Vitamin B3,241121_Std_10nM_UCYNA_B12_1,294240,823258.5,NA,Flag,596.458395802099,493.31185891736015
Vitamin B3,241121_Std_10nM_UCYNA_B12_2,251799,823258.5,NA,Flag,596.458395802099,422.1568541446859
Vitamin B3,241121_Std_20nM_UCYNA_B12_1,304155,823258.5,NA,Flag,596.458395802099,509.9349797750465
Vitamin B3,241121_Std_20nM_UCYNA_B12_2,230257,823258.5,NA,Flag,596.458395802099,386.0403367955907
Vitamin B3,241121_Std_50nM_RP-Mix234_InH2O,2897,823258.5,Flag,Flag,596.458395802099,4.857002634868109
Vitamin B3,241121_Poo_UCYNA-culture_Full1,2865404,823258.5,NA,NA,596.458395802099,4804.029954422374
Vitamin B3,241121_Poo_UCYNA-culture_Full2,2497075,823258.5,NA,NA,596.458395802099,4186.503229017357
Vitamin B3,241121_Poo_UCYNA-culture_Full3,2498146,823258.5,NA,NA,596.458395802099,4188.298827851304
Vitamin B3,241121_Smp_UCYNA_Z-2,255065,823258.5,NA,Flag,596.458395802099,427.63250847864487
Vitamin B3,241121_Smp_UCYNA_Z-4,233551,823258.5,NA,Flag,596.458395802099,391.5629348899143
Vitamin B3,241121_Smp_UCYNA_Z-7,264892,823258.5,NA,Flag,596.458395802099,444.1080918037567
Vitamin B3,241121_Smp_UCYNA_Z-12,277322,823258.5,NA,Flag,596.458395802099,464.9477682799081
Vitamin B3,241121_Smp_UCYNA_Z-13,361870,823258.5,NA,Flag,596.458395802099,606.6978058266216
Vitamin B3,241121_Smp_UCYNA_Z-17,253817,823258.5,NA,Flag,596.458395802099,425.5401580166789
Vitamin B3,241121_Smp_UCYNA_Z-19,1525603,823258.5,NA,NA,596.458395802099,2557.7693444123893
Vitamin B3,241121_Smp_UCYNA_Z-20,2940309,823258.5,NA,NA,596.458395802099,4929.6128962120865
Vitamin B3,241121_Smp_UCYNA_Z-21,250084,823258.5,NA,Flag,596.458395802099,419.2815488223528
Vitamin B3,241121_Smp_UCYNA_Z-22,4095361,823258.5,NA,NA,596.458395802099,6866.130192521951
Vitamin B3,241121_Smp_UCYNA_Z-23,3749036,823258.5,NA,NA,596.458395802099,6285.494556512045
Vitamin B3,241121_Smp_UCYNA_Z-24,2288819,823258.5,NA,NA,596.458395802099,3837.348951928267
Vitamin B3,241121_Smp_UCYNA_Z-25,213840,823258.5,NA,Flag,596.458395802099,358.51620415609125
Vitamin B3,241121_Smp_UCYNA_Z-26,237593,823258.5,NA,Flag,596.458395802099,398.33960201112137
Vitamin B3,241121_Smp_UCYNA_Z-27,212620,823258.5,NA,Flag,596.458395802099,356.4707974544899
Vitamin B3,241121_Smp_UCYNA_Z-28,241737,823258.5,NA,Flag,596.458395802099,405.28727854508526
Vitamin B3,241121_Smp_UCYNA_Z-29,213442,823258.5,NA,Flag,596.458395802099,357.8489321337656
Vitamin B3,241121_Smp_UCYNA_Z-30,3121429,823258.5,NA,NA,596.458395802099,5233.271963256378
Vitamin B3,241121_Smp_UCYNA_Z-31,3497565,823258.5,NA,NA,596.458395802099,5863.887614988774
Vitamin B3,241121_Smp_UCYNA_Z-32,4276628,823258.5,NA,NA,596.458395802099,7170.035714308157
Vitamin B3,241121_Smp_UCYNA_Z-33,220392,823258.5,NA,Flag,596.458395802099,369.5010440814126
Vitamin B3,241121_Smp_UCYNA_Z-34,4328113,823258.5,NA,NA,596.458395802099,7256.353553678604
Vitamin B3,241121_Smp_UCYNA_Z-35,2192714,823258.5,NA,NA,596.458395802099,3676.2228772910566
Vitamin B3,241121_Smp_UCYNA_Z-36,2268423,823258.5,NA,NA,596.458395802099,3803.153775628381
Vitamin B3,241121_Smp_UCYNA_Z-37,236927,823258.5,NA,Flag,596.458395802099,397.22301113959145
Vitamin B3,241121_Smp_UCYNA_Z-38,198859,823258.5,NA,Flag,596.458395802099,333.3996157981489
Vitamin B3,241121_Smp_UCYNA_Z-39,243939,823258.5,NA,Flag,596.458395802099,408.9790699851887
Vitamin B3,241121_Smp_UCYNA_Z-40,324596,823258.5,NA,Flag,596.458395802099,544.20560140409
Vitamin B3,241121_Smp_UCYNA_Z-41,237610,823258.5,NA,Flag,596.458395802099,398.3681035799142
Vitamin B3,241121_Smp_UCYNA_Z-42,287027,823258.5,NA,Flag,596.458395802099,481.21881093485973
Vitamin B5,241121_Std_0nM_UCYNA_B12_1,18235,51240,Flag,Flag,354.9613943028486,51.37178378458286
Vitamin B5,241121_Std_0nM_UCYNA_B12_2,10760,51240,Flag,Flag,354.9613943028486,30.31315566340069
Vitamin B5,241121_Std_1nM_UCYNA_B12_1,19541,51240,Flag,Flag,354.9613943028486,55.051057139266995
Vitamin B5,241121_Std_1nM_UCYNA_B12_2,12708,51240,Flag,Flag,354.9613943028486,35.8010764098974
Vitamin B5,241121_Std_5nM_UCYNA_B12_1,16741,51240,Flag,Flag,354.9613943028486,47.16287536812184
Vitamin B5,241121_Std_5nM_UCYNA_B12_2,17067,51240,Flag,Flag,354.9613943028486,48.08128510290516
Vitamin B5,241121_Std_10nM_UCYNA_B12_1,21324,51240,Flag,Flag,354.9613943028486,60.074138602821215
Vitamin B5,241121_Std_10nM_UCYNA_B12_2,21252,51240,Flag,Flag,354.9613943028486,59.87129964299177
Vitamin B5,241121_Std_20nM_UCYNA_B12_1,20603,51240,Flag,Flag,354.9613943028486,58.04293179675134
Vitamin B5,241121_Std_20nM_UCYNA_B12_2,22622,51240,Flag,Flag,354.9613943028486,63.73087429530208
Vitamin B5,241121_Std_50nM_RP-Mix234_InH2O,43,51240,Flag,Flag,354.9613943028486,0.1211399343425864
Vitamin B5,241121_Poo_UCYNA-culture_Full1,2338942,51240,NA,NA,354.9613943028486,6589.285588630644
Vitamin B5,241121_Poo_UCYNA-culture_Full2,1923294,51240,NA,NA,354.9613943028486,5418.3188111974505
Vitamin B5,241121_Poo_UCYNA-culture_Full3,1899538,51240,NA,NA,354.9613943028486,5351.393223284835
Vitamin B5,241121_Smp_UCYNA_Z-2,12092,51240,Flag,Flag,354.9613943028486,34.06567642024546
Vitamin B5,241121_Smp_UCYNA_Z-4,13390,51240,Flag,Flag,354.9613943028486,37.722412112726325
Vitamin B5,241121_Smp_UCYNA_Z-7,16480,51240,Flag,Flag,354.9613943028486,46.42758413874009
Vitamin B5,241121_Smp_UCYNA_Z-12,17467,51240,Flag,Flag,354.9613943028486,49.20816821306876
Vitamin B5,241121_Smp_UCYNA_Z-13,22555,51240,Flag,Flag,354.9613943028486,63.542121374349676
Vitamin B5,241121_Smp_UCYNA_Z-17,20496,51240,Flag,Flag,354.9613943028486,57.74149056478258
Vitamin B5,241121_Smp_UCYNA_Z-19,1241075,51240,NA,NA,354.9613943028486,3496.3661398657073
Vitamin B5,241121_Smp_UCYNA_Z-20,2405225,51240,NA,NA,354.9613943028486,6776.018571608079
Vitamin B5,241121_Smp_UCYNA_Z-21,13112,51240,Flag,Flag,354.9613943028486,36.939228351162626
Vitamin B5,241121_Smp_UCYNA_Z-22,2307194,51240,NA,NA,354.9613943028486,6499.8448761769605
Vitamin B5,241121_Smp_UCYNA_Z-23,2654578,51240,NA,NA,354.9613943028486,7478.497782029635
Vitamin B5,241121_Smp_UCYNA_Z-24,1595760,51240,NA,NA,354.9613943028486,4495.587479686644
Vitamin B5,241121_Smp_UCYNA_Z-25,76292,51240,NA,NA,354.9613943028486,214.93041560150238
Vitamin B5,241121_Smp_UCYNA_Z-26,176418,51240,NA,NA,354.9613943028486,497.0061613221025
Vitamin B5,241121_Smp_UCYNA_Z-27,117837,51240,NA,NA,354.9613943028486,331.9713126308687
Vitamin B5,241121_Smp_UCYNA_Z-28,16584,51240,Flag,Flag,354.9613943028486,46.72057374738262
Vitamin B5,241121_Smp_UCYNA_Z-29,25118,51240,Flag,Flag,354.9613943028486,70.7626249027229
Vitamin B5,241121_Smp_UCYNA_Z-30,3190416,51240,NA,NA,354.9613943028486,8988.064761989235
Vitamin B5,241121_Smp_UCYNA_Z-31,3649224,51240,NA,NA,354.9613943028486,10280.622227009082
Vitamin B5,241121_Smp_UCYNA_Z-32,4071906,51240,NA,NA,354.9613943028486,11471.405243934503
Vitamin B5,241121_Smp_UCYNA_Z-33,11092,51240,Flag,Flag,354.9613943028486,31.24846864483647
Vitamin B5,241121_Smp_UCYNA_Z-34,3916340,51240,NA,NA,354.9613943028486,11033.143499145228
Vitamin B5,241121_Smp_UCYNA_Z-35,4874238,51240,NA,NA,354.9613943028486,13731.741192793945
Vitamin B5,241121_Smp_UCYNA_Z-36,4062106,51240,NA,NA,354.9613943028486,11443.796607735494
Vitamin B5,241121_Smp_UCYNA_Z-37,88693,51240,NA,NA,354.9613943028486,249.8666092243492
Vitamin B5,241121_Smp_UCYNA_Z-38,202552,51240,NA,NA,354.9613943028486,570.631069324641
Vitamin B5,241121_Smp_UCYNA_Z-39,204492,51240,NA,NA,354.9613943028486,576.0964524089344
Vitamin B5,241121_Smp_UCYNA_Z-40,29920,51240,Flag,Flag,354.9613943028486,84.29085664023687
Vitamin B5,241121_Smp_UCYNA_Z-41,8684,51240,Flag,Flag,354.9613943028486,24.464632321651635
Vitamin B5,241121_Smp_UCYNA_Z-42,18153,51240,Flag,Flag,354.9613943028486,51.140772746999325
Vitamin B6,241121_Std_0nM_UCYNA_B12_1,2696,2898,Flag,Flag,17.53785607196402,153.7246051591118
Vitamin B6,241121_Std_0nM_UCYNA_B12_2,569,2898,Flag,Flag,17.53785607196402,32.444102498343696
Vitamin B6,241121_Std_1nM_UCYNA_B12_1,1459,2898,Flag,Flag,17.53785607196402,83.1914684447864
Vitamin B6,241121_Std_1nM_UCYNA_B12_2,1121,2898,Flag,Flag,17.53785607196402,63.91887328759804
Vitamin B6,241121_Std_5nM_UCYNA_B12_1,501,2898,Flag,Flag,17.53785607196402,28.566775661986277
Vitamin B6,241121_Std_5nM_UCYNA_B12_2,236,2898,Flag,Flag,17.53785607196402,13.456604902652218
Vitamin B6,241121_Std_10nM_UCYNA_B12_1,2662,2898,Flag,Flag,17.53785607196402,151.78594174093308
Vitamin B6,241121_Std_10nM_UCYNA_B12_2,945,2898,Flag,Flag,17.53785607196402,53.88343912290825
Vitamin B6,241121_Std_20nM_UCYNA_B12_1,673,2898,Flag,Flag,17.53785607196402,38.374131777478574
Vitamin B6,241121_Std_20nM_UCYNA_B12_2,2482,2898,Flag,Flag,17.53785607196402,141.5224295270458
Vitamin B6,241121_Std_50nM_RP-Mix234_InH2O,5,2898,Flag,Flag,17.53785607196402,0.28509756149686905
Vitamin B6,241121_Poo_UCYNA-culture_Full1,685,2898,Flag,Flag,17.53785607196402,39.05836592507106
Vitamin B6,241121_Poo_UCYNA-culture_Full2,1377,2898,Flag,Flag,17.53785607196402,78.51586843623774
Vitamin B6,241121_Poo_UCYNA-culture_Full3,247,2898,Flag,Flag,17.53785607196402,14.083819537945331
Vitamin B6,241121_Smp_UCYNA_Z-2,1621,2898,Flag,Flag,17.53785607196402,92.42862943728494
Vitamin B6,241121_Smp_UCYNA_Z-4,641,2898,Flag,Flag,17.53785607196402,36.549507383898614
